what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1410984819179
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410984819992
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410984854112
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410984854938
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410984855541
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410984855941
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411018316539
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411018318228
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411018340151
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411018341811
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411018478868
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411018480118
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022331160
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022336105
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022366636
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022402018
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022435293
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022507851
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022521606
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022524491
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022633021
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022634891
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022694080
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1411022701353
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1411022701858
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1411022703786
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022705017
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022763438
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1411022769859
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1411022770952
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1411022773464
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022776370
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022785675
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1411022785904
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1411022785982
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1411022786201
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1411022786254
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1411022787727
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022789253
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022789310
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022790513
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1411022790629
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1411022790629
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1411022790691
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1411022792297
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1411022801179
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1411022812301
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022818666
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411022856798
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1411022862055
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1411022870354
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411023019546
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411023020828
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1411023033907
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411023043439
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411023050629
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411023055759
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411023056540
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411023071271
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411023078140
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1411023102646
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411023159822
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411023161108
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1411023195098
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1411023233577
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1411023236585
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1411023252525
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1411023254819
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1411023308573
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1411023311157
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1411023390627
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1411023395606
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411023396727
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411023397065
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1411023414734
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1411023417312
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411023418144
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411024112993
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411024118594
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411024130277
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411024155647
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411024204096
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411024230988
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411030194279
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1411030198806
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1411030207322
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1411030207504
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411030208463
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411184285901
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1411184286643
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1411184286643
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.1.201102110609,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1411184286656
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.search",1411184286659
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1411184286659
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1411184286664
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201102110609,"org.eclipse.cdt.gdb.ui",1411184286667
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1411184286667
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1411184286667
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1411184286667
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.traditional",1411184286670
stopped,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1411184286671
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1411184286671
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1411184286676
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1411184286676
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1411184286680
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1411184286680
stopped,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1411184286680
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1411184286680
stopped,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1411184286680
stopped,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1411184286682
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1411184286685
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1411184286694
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1411184286696
