what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411975839228
started,bundle,com.github.eclipsecolortheme,0.14.0.201407150859,"com.github.eclipsecolortheme",1411975843068
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411975896614
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411975924771
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411975926779
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1411975926851
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411975934441
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411986879781
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1411986884300
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1411986884428
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1411986891924
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1411986897076
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1411986897087
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1411986897102
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1411986899545
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1411986899653
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1411986899653
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1411986913072
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1411986913108
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411986918732
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411986968635
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411986971451
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411987199388
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411987202231
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411987235682
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411987236811
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411987237438
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411987241710
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412168662276
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412168681165
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187038281
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187045979
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187048162
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187054196
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187057088
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187059256
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187060141
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187081668
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187153043
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1412187163773
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187167610
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187168542
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187170332
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187226691
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187227491
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187288921
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187294687
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187304692
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1412187316416
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1412187318857
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187319189
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187320252
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187321059
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187326257
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187326817
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187333656
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1412187337764
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1412187340046
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412187390226
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1412187395773
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1412187396027
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1412187400823
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1412187400867
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1412187400877
started,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1412187400898
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1412187401581
started,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1412187401651
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1412187401651
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1412187401652
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1412187401673
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProgressView",1412187407011
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1412187409773
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProgressView",1412187411514
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1412187411581
closed,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProgressView",1412187411593
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1412187417281
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187431768
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187433111
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1412187438489
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187439724
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187704650
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187734910
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187740033
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1412187744813
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187782902
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187783711
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187784584
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187785725
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187786264
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187786883
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187787969
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187788671
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187789504
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187791599
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187884785
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412187886027
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1412187973212
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1412188009510
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412188164892
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412188165824
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412188166527
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412188169524
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412188170271
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412188174619
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412188209604
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1412188214113
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412188214562
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412188215136
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412188698307
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412188698991
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412190676890
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412190678753
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412190687926
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412190698090
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1412190700060
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412190700419
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412190701734
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412190803529
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412190817840
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412190845209
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412190846207
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412190853233
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412190855604
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412192148525
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412192150183
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412192152338
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412192153150
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412264001739
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412264004633
