what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411924917832
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411924923757
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411924927756
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1411924958464
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1411924965984
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1411924999953
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1411925001738
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1411925002985
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1411925003177
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1411925004918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925045096
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925051694
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925056855
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925067222
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925067903
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925069637
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925109634
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925119534
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925121421
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925466987
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925563630
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925575256
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1411925596303
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1411925599760
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1411925608830
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1411925622172
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1411925623165
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1411925658077
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925669809
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925684482
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925685187
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925713153
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.backwardHistory",1411925714345
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925715397
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925741938
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925770773
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925775229
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1411925792791
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925879028
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925887707
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1411925907349
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1411925920324
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411925945391
